date,device_type,traffic_source,region,product_category,sessions,orders,add_to_cart,checkout_start,revenue,bounce_rate
2026-03-09,desktop,organic,east,sports,446,25,66,36,1514.67,0.422
2026-03-09,desktop,organic,midwest,electronics,520,27,82,45,2268.24,0.359
2026-03-09,desktop,organic,midwest,apparel,447,24,65,38,2402.27,0.391
2026-03-09,desktop,organic,midwest,home,566,29,89,57,1389.83,0.38
2026-03-09,desktop,organic,midwest,sports,546,29,85,49,2502.67,0.412
2026-03-09,desktop,organic,south,electronics,593,33,92,54,2563.63,0.398
2026-03-09,desktop,organic,south,apparel,531,28,82,54,2745.87,0.404
2026-03-09,desktop,organic,south,home,596,32,82,46,1822.02,0.402
2026-03-09,desktop,organic,south,sports,501,29,78,46,2825.79,0.309
2026-03-09,desktop,paid_social,west,electronics,518,29,73,46,2612.25,0.399
2026-03-09,desktop,paid_social,west,apparel,550,33,85,51,2577.62,0.378
2026-03-09,desktop,paid_social,west,home,566,29,87,50,2673.36,0.437
2026-03-09,desktop,paid_social,west,sports,583,31,88,50,2428.4,0.439
2026-03-09,desktop,paid_social,east,electronics,560,29,89,57,2644.84,0.514
2026-03-09,desktop,paid_social,east,apparel,438,22,61,39,2085.94,0.417
2026-03-09,desktop,paid_social,east,home,522,27,90,54,2339.3,0.456
2026-03-09,desktop,paid_social,east,sports,538,29,79,48,3283.68,0.487
2026-03-09,desktop,paid_social,midwest,electronics,627,33,91,54,2832.58,0.475
2026-03-09,desktop,paid_social,midwest,apparel,364,21,55,32,1466.19,0.337
2026-03-09,desktop,paid_social,midwest,home,565,31,81,45,2478.86,0.503
2026-03-09,desktop,paid_social,midwest,sports,479,24,72,42,1069.12,0.417
2026-03-09,desktop,paid_social,south,electronics,481,27,80,50,2186.1,0.365
2026-03-09,desktop,paid_social,south,apparel,705,38,108,64,3342.91,0.413
2026-03-09,desktop,paid_social,south,home,454,24,69,40,1783.38,0.425
2026-03-09,desktop,paid_social,south,sports,479,28,63,39,2903.36,0.316
2026-03-09,desktop,paid_search,west,electronics,472,25,67,38,1708.53,0.508
2026-03-09,desktop,paid_search,west,apparel,574,33,91,51,2545.36,0.444
2026-03-09,desktop,paid_search,west,home,402,22,61,35,2104.62,0.442
2026-03-09,desktop,paid_search,west,sports,471,27,68,42,2535.21,0.405
2026-03-09,desktop,paid_search,east,electronics,526,27,84,49,2083.3,0.472
2026-03-09,desktop,paid_search,east,apparel,443,22,62,38,1447.46,0.508
2026-03-09,desktop,paid_search,east,home,333,19,51,30,1459.7,0.44
2026-03-09,desktop,paid_search,east,sports,496,28,76,45,2227.28,0.417
2026-03-09,desktop,paid_search,midwest,electronics,524,26,75,46,2276.64,0.411
2026-03-09,desktop,paid_search,midwest,apparel,501,28,75,43,2462.26,0.371
2026-03-09,desktop,paid_search,midwest,home,532,26,86,52,2309.85,0.469
2026-03-09,desktop,paid_search,midwest,sports,633,36,88,49,2722.6,0.421
2026-03-09,desktop,paid_search,south,electronics,541,28,84,48,2123.16,0.35
2026-03-09,desktop,paid_search,south,apparel,426,21,62,39,1485.94,0.552
2026-03-09,desktop,paid_search,south,home,539,29,79,49,2214.6,0.426
2026-03-09,desktop,paid_search,south,sports,704,38,114,65,3210.06,0.509
2026-03-09,desktop,email,west,electronics,449,26,71,41,2456.64,0.469
2026-03-09,desktop,email,west,apparel,549,27,81,47,2264.85,0.451
2026-03-09,desktop,email,west,home,514,26,80,49,2428.32,0.474
2026-03-09,desktop,email,west,sports,566,31,86,47,2834.77,0.43
2026-03-09,desktop,email,east,electronics,521,26,75,47,2194.57,0.454
2026-03-09,desktop,email,east,apparel,502,27,80,46,2333.93,0.397
2026-03-09,desktop,email,east,home,465,25,72,42,2595.91,0.375
2026-03-09,desktop,email,east,sports,485,26,80,48,2612.42,0.346
2026-03-09,desktop,email,midwest,electronics,521,29,80,50,2239.98,0.49
2026-03-09,desktop,email,midwest,apparel,683,36,102,65,3912.97,0.394
2026-03-09,desktop,email,midwest,home,466,25,66,37,1748.45,0.382
2026-03-09,desktop,email,midwest,sports,497,27,82,46,2693.65,0.409
2026-03-09,desktop,email,south,electronics,496,28,72,44,2449.91,0.445
2026-03-09,desktop,email,south,apparel,523,32,77,44,2420.89,0.392
2026-03-09,desktop,email,south,home,449,26,74,43,1885.38,0.444
2026-03-09,desktop,email,south,sports,455,25,70,38,2705.31,0.51
2026-03-09,desktop,direct,west,electronics,450,24,70,42,2277.08,0.521
2026-03-09,desktop,direct,west,apparel,485,25,69,39,2112.58,0.51
2026-03-09,desktop,direct,west,home,458,25,70,44,3072.6,0.393
2026-03-09,desktop,direct,west,sports,460,26,73,47,2437.73,0.402
2026-03-09,desktop,direct,east,electronics,547,31,87,53,3131.0,0.478
2026-03-09,desktop,direct,east,apparel,610,34,93,56,3505.32,0.379
2026-03-09,desktop,direct,east,home,529,28,81,51,2460.26,0.422
2026-03-09,desktop,direct,east,sports,391,22,62,41,1768.43,0.431
2026-03-09,desktop,direct,midwest,electronics,519,30,79,48,2823.55,0.429
2026-03-09,desktop,direct,midwest,apparel,464,25,75,42,2174.86,0.385
2026-03-09,desktop,direct,midwest,home,595,30,89,54,3254.49,0.417
2026-03-09,desktop,direct,midwest,sports,455,27,64,34,2473.21,0.395
2026-03-09,desktop,direct,south,electronics,418,23,65,37,1513.29,0.464
2026-03-09,desktop,direct,south,apparel,552,30,92,52,1863.51,0.385
2026-03-09,desktop,direct,south,home,496,27,75,45,1788.13,0.492
2026-03-09,desktop,direct,south,sports,493,28,77,47,2619.3,0.442
2026-03-09,tablet,organic,west,electronics,551,24,63,39,2007.7,0.492
2026-03-09,tablet,organic,west,apparel,445,19,50,27,1651.51,0.386
2026-03-09,tablet,organic,west,home,567,22,63,34,1720.74,0.299
2026-03-09,tablet,organic,west,sports,373,15,44,26,1057.43,0.418
2026-03-09,tablet,organic,east,electronics,499,19,61,38,1552.03,0.421
2026-03-09,tablet,organic,east,apparel,516,18,58,33,1259.56,0.406
2026-03-09,tablet,organic,east,home,643,27,71,43,2861.74,0.466
2026-03-09,tablet,organic,east,sports,504,19,59,36,1870.13,0.452
2026-03-09,tablet,organic,midwest,electronics,583,23,71,43,2670.97,0.386
2026-03-09,tablet,organic,midwest,apparel,638,26,70,40,2085.06,0.441
2026-03-09,tablet,organic,midwest,home,541,21,62,41,2329.18,0.442
2026-03-09,tablet,organic,midwest,sports,503,20,59,33,1622.79,0.337
2026-03-09,tablet,organic,south,electronics,531,22,59,38,1465.5,0.347
2026-03-09,tablet,organic,south,apparel,517,22,64,37,2225.96,0.418
2026-03-09,tablet,organic,south,home,486,20,57,31,2142.96,0.489
2026-03-09,tablet,organic,south,sports,449,18,52,31,1381.42,0.386
2026-03-09,tablet,paid_social,west,electronics,497,21,58,34,2028.09,0.278
2026-03-09,tablet,paid_social,west,apparel,591,22,66,37,1442.76,0.478
2026-03-09,tablet,paid_social,west,home,462,19,52,31,1636.89,0.356
2026-03-09,tablet,paid_social,west,sports,579,23,61,35,2472.76,0.463
2026-03-09,tablet,paid_social,east,electronics,472,19,53,35,1723.85,0.442
2026-03-09,tablet,paid_social,east,apparel,582,24,65,38,2014.22,0.418
2026-03-09,tablet,paid_social,east,home,558,22,66,39,1895.95,0.32
2026-03-09,tablet,paid_social,east,sports,573,23,69,35,2675.49,0.413
2026-03-09,tablet,paid_social,midwest,electronics,588,22,69,39,1664.16,0.516
2026-03-09,tablet,paid_social,midwest,apparel,484,20,57,35,1745.13,0.438
2026-03-09,tablet,paid_social,midwest,home,692,28,80,50,2844.32,0.479
2026-03-09,tablet,paid_social,midwest,sports,551,21,68,38,1880.33,0.382
2026-03-09,tablet,paid_social,south,electronics,494,20,57,34,2184.11,0.443
2026-03-09,tablet,paid_social,south,apparel,480,20,58,32,1879.22,0.455
2026-03-09,tablet,paid_social,south,home,476,20,54,32,1648.08,0.421
2026-03-09,tablet,paid_social,south,sports,412,15,51,29,1051.94,0.312
2026-03-09,tablet,paid_search,west,electronics,448,17,55,34,1269.52,0.533
2026-03-09,tablet,paid_search,west,apparel,578,23,58,38,1475.6,0.338
2026-03-09,tablet,paid_search,west,home,581,26,71,43,2441.95,0.463
2026-03-09,tablet,paid_search,west,sports,560,23,64,38,1694.88,0.406
2026-03-09,tablet,paid_search,east,electronics,364,14,39,22,1227.78,0.49
2026-03-09,tablet,paid_search,east,apparel,573,21,62,38,1475.52,0.409
2026-03-09,tablet,paid_search,east,home,544,21,62,34,1595.57,0.436
2026-03-09,tablet,paid_search,east,sports,372,15,42,25,1325.38,0.488
2026-03-09,tablet,paid_search,midwest,electronics,510,20,58,35,1714.66,0.422
2026-03-09,tablet,paid_search,midwest,apparel,443,17,47,30,1127.81,0.385
2026-03-09,tablet,paid_search,midwest,home,442,18,49,31,1348.16,0.434
2026-03-09,tablet,paid_search,midwest,sports,433,19,46,28,1795.63,0.441
2026-03-09,tablet,paid_search,south,electronics,485,19,55,32,1889.71,0.531
2026-03-09,tablet,paid_search,south,apparel,455,17,52,35,1240.06,0.502
2026-03-09,tablet,paid_search,south,home,634,25,74,48,1982.83,0.41
2026-03-09,tablet,paid_search,south,sports,453,17,50,28,1453.69,0.382
2026-03-09,tablet,email,west,electronics,518,19,60,37,1046.79,0.439
2026-03-09,tablet,email,west,apparel,598,23,74,45,1711.77,0.417
2026-03-09,tablet,email,west,home,544,22,64,36,1925.89,0.349
2026-03-09,tablet,email,west,sports,491,19,54,34,1926.02,0.45
2026-03-09,tablet,email,east,electronics,412,16,50,30,1916.64,0.44
2026-03-09,tablet,email,east,apparel,515,20,59,35,1912.43,0.468
2026-03-09,tablet,email,east,home,437,16,45,27,1095.19,0.312
2026-03-09,tablet,email,east,sports,531,24,60,37,2069.46,0.415
2026-03-09,tablet,email,midwest,electronics,573,23,66,40,1724.51,0.47
2026-03-09,tablet,email,midwest,apparel,486,19,57,32,1623.03,0.42
2026-03-09,tablet,email,midwest,home,586,24,67,41,2540.47,0.448
2026-03-09,tablet,email,midwest,sports,500,19,54,31,1441.29,0.411
2026-03-09,tablet,email,south,electronics,504,21,57,35,1805.31,0.321
2026-03-09,tablet,email,south,apparel,424,17,45,27,1835.34,0.481
2026-03-09,tablet,email,south,home,482,21,55,32,1591.78,0.405
2026-03-09,tablet,email,south,sports,468,19,54,32,1739.53,0.48
2026-03-09,tablet,direct,west,electronics,575,21,57,35,1354.43,0.409
2026-03-09,tablet,direct,west,apparel,406,15,47,29,1145.29,0.29
2026-03-09,tablet,direct,west,home,456,19,48,29,1610.64,0.449
2026-03-09,tablet,direct,west,sports,509,19,61,36,1607.22,0.373
2026-03-09,tablet,direct,east,electronics,464,18,52,33,1159.59,0.339
2026-03-09,tablet,direct,east,apparel,617,25,68,42,1897.89,0.511
2026-03-09,tablet,direct,east,home,554,22,70,40,2114.89,0.435
2026-03-09,tablet,direct,east,sports,604,26,69,39,2389.39,0.386
2026-03-09,tablet,direct,midwest,electronics,661,27,74,44,1749.41,0.371
2026-03-09,tablet,direct,midwest,apparel,596,23,64,39,2364.07,0.456
2026-03-09,tablet,direct,midwest,home,579,22,61,39,1763.52,0.407
2026-03-09,tablet,direct,midwest,sports,606,25,71,47,1883.68,0.466
2026-03-09,tablet,direct,south,electronics,504,20,62,38,1861.49,0.474
2026-03-09,tablet,direct,south,apparel,470,18,51,27,2085.18,0.365
2026-03-09,tablet,direct,south,home,482,19,56,34,1860.23,0.391
2026-03-09,tablet,direct,south,sports,486,20,55,35,1847.29,0.457
2026-03-10,mobile,organic,west,electronics,553,18,49,27,1637.92,0.387
2026-03-10,mobile,organic,west,apparel,457,15,43,25,1344.49,0.505
2026-03-10,mobile,organic,west,home,519,18,47,25,1733.4,0.439
2026-03-10,mobile,organic,west,sports,603,19,53,29,1555.43,0.377
2026-03-10,mobile,organic,east,electronics,453,14,43,26,938.86,0.442
2026-03-10,mobile,organic,east,apparel,595,18,52,31,1318.08,0.452
2026-03-10,mobile,organic,east,home,490,16,41,24,1533.37,0.401
2026-03-10,mobile,organic,east,sports,638,20,57,35,1274.49,0.332
2026-03-10,mobile,organic,midwest,electronics,377,12,32,21,918.44,0.429
2026-03-10,mobile,organic,midwest,apparel,623,21,61,38,2107.58,0.45
2026-03-10,mobile,organic,midwest,home,562,17,48,28,1401.6,0.397
2026-03-10,mobile,organic,midwest,sports,555,18,49,31,1221.74,0.41
2026-03-10,mobile,organic,south,electronics,442,12,39,23,1292.42,0.452
2026-03-10,mobile,organic,south,apparel,418,14,39,24,1142.44,0.372
2026-03-10,mobile,organic,south,home,470,15,46,29,1165.01,0.364
2026-03-10,mobile,organic,south,sports,511,14,46,27,1092.13,0.34
2026-03-10,mobile,paid_social,west,electronics,541,16,45,23,1353.4,0.509
2026-03-10,mobile,paid_social,west,apparel,632,19,54,33,1330.46,0.435
2026-03-10,mobile,paid_social,west,home,561,19,50,29,1364.77,0.379
2026-03-10,mobile,paid_social,west,sports,481,15,45,25,1610.85,0.406
2026-03-10,mobile,paid_social,east,electronics,498,15,39,24,1440.79,0.406
2026-03-10,mobile,paid_social,east,apparel,505,16,41,23,1550.62,0.357
2026-03-10,mobile,paid_social,east,home,523,15,47,28,911.6,0.478
2026-03-10,mobile,paid_social,east,sports,441,13,39,24,906.91,0.423
2026-03-10,mobile,paid_social,midwest,electronics,534,17,48,28,1233.96,0.424
2026-03-10,mobile,paid_social,midwest,apparel,414,11,37,23,545.12,0.37
2026-03-10,mobile,paid_social,midwest,home,549,19,49,28,1562.87,0.489
2026-03-10,mobile,paid_social,midwest,sports,448,13,39,22,1128.92,0.501
2026-03-10,mobile,paid_social,south,electronics,525,16,46,25,1571.95,0.416
2026-03-10,mobile,paid_social,south,apparel,485,17,44,25,1336.28,0.477
2026-03-10,mobile,paid_social,south,home,509,15,47,27,1696.49,0.474
2026-03-10,mobile,paid_social,south,sports,464,15,41,25,1384.06,0.378
2026-03-10,mobile,paid_search,west,electronics,448,15,39,22,1060.1,0.441
2026-03-10,mobile,paid_search,west,apparel,665,20,59,37,1676.11,0.443
2026-03-10,mobile,paid_search,west,home,415,13,36,22,1336.54,0.549
2026-03-10,mobile,paid_search,west,sports,546,17,49,28,1531.31,0.405
2026-03-10,mobile,paid_search,east,electronics,513,17,43,27,1780.86,0.414
2026-03-10,mobile,paid_search,east,apparel,330,10,31,18,700.1,0.395
2026-03-10,mobile,paid_search,east,home,567,18,50,29,1424.23,0.374
2026-03-10,mobile,paid_search,east,sports,629,19,59,38,1899.52,0.398
2026-03-10,mobile,paid_search,midwest,electronics,532,17,45,27,1144.34,0.479
2026-03-10,mobile,paid_search,midwest,apparel,462,14,41,24,1313.21,0.396
2026-03-10,mobile,paid_search,midwest,home,569,16,51,33,1119.92,0.386
2026-03-10,mobile,paid_search,midwest,sports,541,17,49,30,1606.85,0.475
2026-03-10,mobile,paid_search,south,electronics,532,16,49,32,1328.17,0.371
2026-03-10,mobile,paid_search,south,apparel,588,18,46,28,1385.46,0.415
2026-03-10,mobile,paid_search,south,home,526,16,48,28,1483.15,0.407
2026-03-10,mobile,paid_search,south,sports,559,18,47,29,1385.29,0.46
2026-03-10,mobile,email,west,electronics,529,18,46,27,1524.76,0.405
2026-03-10,mobile,email,west,apparel,563,16,47,26,1588.07,0.506
2026-03-10,mobile,email,west,home,491,15,44,27,1066.35,0.432
2026-03-10,mobile,email,west,sports,578,18,52,32,800.13,0.454
2026-03-10,mobile,email,east,electronics,447,12,41,26,995.26,0.468
2026-03-10,mobile,email,east,apparel,628,21,60,37,1808.76,0.34
2026-03-10,mobile,email,east,home,480,14,47,27,1215.87,0.448
2026-03-10,mobile,email,east,sports,503,17,43,26,1255.67,0.354
2026-03-10,mobile,email,midwest,electronics,451,14,39,22,894.67,0.416
2026-03-10,mobile,email,midwest,apparel,379,12,34,18,964.34,0.382
2026-03-10,mobile,email,midwest,home,525,17,42,25,1404.17,0.454
2026-03-10,mobile,email,midwest,sports,517,15,45,25,1517.1,0.421
2026-03-10,mobile,email,south,electronics,652,20,56,31,1159.06,0.341
2026-03-10,mobile,email,south,apparel,521,17,42,26,1321.82,0.427
2026-03-10,mobile,email,south,home,628,20,55,31,1054.46,0.384
2026-03-10,mobile,email,south,sports,483,14,42,25,1142.78,0.387
2026-03-10,mobile,direct,west,electronics,513,16,43,27,1336.34,0.421
2026-03-10,mobile,direct,west,apparel,556,17,52,31,1288.83,0.438
2026-03-10,mobile,direct,west,home,408,13,36,21,1079.94,0.326
2026-03-10,mobile,direct,west,sports,456,14,41,23,1455.8,0.377
2026-03-10,mobile,direct,east,electronics,577,18,50,32,1207.72,0.466
2026-03-10,mobile,direct,east,apparel,580,17,55,32,1518.62,0.433
2026-03-10,mobile,direct,east,home,489,16,45,24,1673.04,0.337
2026-03-10,mobile,direct,east,sports,582,19,49,28,1299.87,0.409
2026-03-10,mobile,direct,midwest,electronics,475,15,45,28,1148.51,0.41
2026-03-10,mobile,direct,midwest,apparel,365,11,34,22,731.33,0.39
2026-03-10,mobile,direct,midwest,home,497,16,42,25,1246.28,0.419
2026-03-10,mobile,direct,midwest,sports,543,17,47,28,1422.47,0.401
2026-03-10,mobile,direct,south,electronics,479,16,44,26,1527.27,0.403
2026-03-10,mobile,direct,south,apparel,593,19,52,31,1167.3,0.364
2026-03-10,mobile,direct,south,home,404,13,39,26,1229.42,0.445
2026-03-10,mobile,direct,south,sports,355,11,30,17,907.26,0.396
2026-03-10,desktop,organic,west,electronics,341,19,49,29,2206.11,0.374
2026-03-10,desktop,organic,west,apparel,297,16,48,31,1064.91,0.445
2026-03-10,desktop,organic,west,home,462,25,80,44,2220.15,0.443
2026-03-10,desktop,organic,west,sports,586,32,91,53,2849.18,0.403
2026-03-10,desktop,organic,east,electronics,549,29,86,51,2954.83,0.417
2026-03-10,desktop,organic,east,apparel,358,20,52,30,1521.3,0.489
2026-03-10,desktop,organic,east,home,329,20,53,32,1683.53,0.434
2026-03-10,desktop,organic,east,sports,541,30,85,51,2461.2,0.412
2026-03-10,desktop,organic,midwest,electronics,484,28,76,38,2655.48,0.43
2026-03-10,desktop,organic,midwest,apparel,498,26,81,50,1908.58,0.44
2026-03-10,desktop,organic,midwest,home,422,21,62,38,2085.23,0.446
2026-03-10,desktop,organic,midwest,sports,558,31,83,50,3007.19,0.458
2026-03-10,desktop,organic,south,electronics,595,33,93,58,2791.87,0.376
2026-03-10,desktop,organic,south,apparel,486,25,72,42,1827.84,0.405
2026-03-10,desktop,organic,south,home,348,19,53,30,1802.89,0.467
2026-03-10,desktop,organic,south,sports,371,19,54,30,1851.4,0.41
2026-03-10,desktop,paid_social,west,electronics,478,23,75,42,1975.68,0.434
2026-03-10,desktop,paid_social,west,apparel,608,31,79,47,3472.24,0.482
2026-03-10,desktop,paid_social,west,home,516,27,82,46,2487.92,0.445
2026-03-10,desktop,paid_social,west,sports,584,36,91,53,3046.19,0.332
2026-03-10,desktop,paid_social,east,electronics,444,23,66,39,1671.27,0.476
2026-03-10,desktop,paid_social,east,apparel,500,27,75,45,2629.16,0.377
2026-03-10,desktop,paid_social,east,home,447,24,64,36,1868.56,0.464
2026-03-10,desktop,paid_social,east,sports,521,28,83,49,2544.0,0.415
2026-03-10,desktop,paid_social,midwest,electronics,521,27,70,41,2871.21,0.466
2026-03-10,desktop,paid_social,midwest,apparel,577,33,89,53,2499.26,0.404
2026-03-10,desktop,paid_social,midwest,home,549,32,83,48,2720.25,0.45
2026-03-10,desktop,paid_social,midwest,sports,384,18,57,32,1392.8,0.413
2026-03-10,desktop,paid_social,south,electronics,463,27,72,43,2546.99,0.363
2026-03-10,desktop,paid_social,south,apparel,583,31,92,52,1912.5,0.461
2026-03-10,desktop,paid_social,south,home,530,27,78,49,1813.29,0.502
2026-03-10,desktop,paid_social,south,sports,427,24,64,39,1844.12,0.412
2026-03-10,desktop,paid_search,west,electronics,503,26,80,46,2120.85,0.37
2026-03-10,desktop,paid_search,west,apparel,295,16,50,31,1355.38,0.407
2026-03-10,desktop,paid_search,west,home,501,28,72,45,2680.46,0.456
2026-03-10,desktop,paid_search,west,sports,535,29,85,52,2310.99,0.391
2026-03-10,desktop,paid_search,east,electronics,508,30,73,40,2624.14,0.423
2026-03-10,desktop,paid_search,east,apparel,513,28,78,50,1707.62,0.379
2026-03-10,desktop,paid_search,east,home,491,24,74,48,2047.52,0.432
2026-03-10,desktop,paid_search,east,sports,399,21,60,35,2188.72,0.448
2026-03-10,desktop,paid_search,midwest,electronics,411,22,64,40,2391.58,0.369
2026-03-10,desktop,paid_search,midwest,apparel,435,22,66,40,2195.82,0.416
2026-03-10,desktop,paid_search,midwest,home,474,26,69,45,1583.01,0.429
2026-03-10,desktop,paid_search,midwest,sports,661,36,100,58,2962.59,0.489
2026-03-10,desktop,paid_search,south,electronics,323,19,46,27,1492.67,0.449
2026-03-10,desktop,paid_search,south,apparel,372,20,63,35,1756.91,0.387
2026-03-10,desktop,paid_search,south,home,534,29,79,48,3249.89,0.41
2026-03-10,desktop,paid_search,south,sports,557,28,81,49,3003.33,0.438
2026-03-10,desktop,email,west,electronics,474,26,68,42,2554.11,0.397
2026-03-10,desktop,email,west,apparel,462,25,69,41,2912.4,0.408
2026-03-10,desktop,email,west,home,471,25,75,44,1881.49,0.486
2026-03-10,desktop,email,west,sports,613,32,85,53,2391.38,0.46
